time_s,current_A,voltage_V
7168.98999999999,106.7431,3.447159
7169.98999999999,106.7617,3.447373
7170.98999999999,106.753,3.447639
7171.98999999999,106.704,3.447906
7172.98999999999,106.7158,3.44812
7173.98999999999,106.717,3.448493
7174.98999999999,106.7251,3.448653
7175.98999999999,106.6773,3.44892
7176.98999999999,106.6786,3.449134
7177.98999999999,106.6742,3.449401
7178.98999999999,106.686,3.449614
7179.98999999999,106.6674,3.449934
7180.98999999999,106.6408,3.450255
7181.98999999999,106.6457,3.450521
7182.98999999999,106.6222,3.450788
7183.98999999999,106.6364,3.451055
7184.98999999999,106.6098,3.451322
7185.98999999999,106.6209,3.451642
7186.98999999999,106.6104,3.451856
7187.98999999999,106.6222,3.452176
7188.98999999999,106.5775,3.452496
7189.98999999999,106.5645,3.452763
7190.98999999999,106.575,3.453083
7191.98999999999,106.5626,3.453403
7192.98999999999,106.5428,3.453777
7193.98999999999,106.5205,3.454044
7194.98999999999,106.5329,3.454417
7195.98999999999,106.5168,3.454738
7196.98999999999,106.5025,3.455058
7197.98999999999,106.4969,3.455378
7198.98999999999,106.4864,3.455752
7199.98999999999,106.4895,3.456019
7200.98999999999,106.4653,3.456392
7201.98999999999,106.4579,3.456766
7202.98999999999,106.4262,3.457086
7203.98999999999,106.4479,3.45746
7204.98999999999,106.4027,3.457833
7205.98999999999,106.4002,3.458207
7206.98999999999,106.3903,3.45858
7207.98999999999,106.3897,3.458954
7208.98999999999,106.3611,3.459328
7209.98999999999,106.3624,3.459808
7210.98999999999,106.3512,3.460128
7211.98999999999,106.3357,3.460555
7212.98999999999,106.3345,3.460982
7213.98999999999,106.2756,3.461409
7214.98999999999,106.2905,3.461836
7215.98999999999,106.2731,3.462263
7216.98999999999,106.2601,3.462743
7217.98999999999,106.2557,3.46317
7218.98999999999,106.2452,3.463597
7219.98999999999,106.2353,3.464024
7220.98999999999,106.2322,3.464505
7221.98999999999,106.2055,3.464985
7222.98999999999,106.1609,3.465465
7223.98999999999,106.1776,3.465946
7224.98999999999,106.1497,3.466426
7225.98999999999,106.1355,3.466906
7226.98999999999,106.1336,3.46744
7227.98999999999,106.1032,3.467974
7228.98999999999,106.0939,3.468454
7229.98999999999,106.0474,3.469041
7230.98999999999,106.0586,3.469575
7231.98999999999,106.0363,3.470162
7232.98999999999,106.022,3.470695
7233.98999999999,106.009,3.471229
7234.98999999999,105.9947,3.471816
7235.98999999999,105.9761,3.472404
7236.98999999999,105.9687,3.472991
7237.98999999999,105.9259,3.473578
7238.98999999999,105.9253,3.474165
7239.98999999999,105.9135,3.474859
7240.98999999999,105.8732,3.475446
7241.98999999999,105.8546,3.476033
7242.98999999999,105.8317,3.476673
7243.98999999999,105.8112,3.477367
